frame.number,frame.time_epoch,tcp.srcport,tcp.dstport
"2841","1512236770.959990000","58220","8081"
"2842","1512236770.960062000","58220","8081"
"2843","1512236770.960110000","58220","8081"
"2844","1512236770.960183000","58220","8081"
"2845","1512236770.964107000","58220","8081"
"2846","1512236770.964425000","8081","58220"
"2847","1512236771.161352000","8081","58220"
"2848","1512236771.161680000","8081","58220"
"2849","1512236771.161923000","8081","58220"
"2850","1512236771.351693000","58220","8081"
"2851","1512236771.351781000","58220","8081"
"2852","1512236771.352791000","58220","8081"
"2853","1512236771.355870000","58220","8081"
"2854","1512236771.356778000","8081","58220"
"2855","1512236771.476769000","8081","58220"
"2856","1512236771.495699000","8081","58220"
"2857","1512236771.495978000","8081","58220"
"2858","1512236771.752853000","58220","8081"
"2859","1512236771.753181000","58220","8081"
"2860","1512236771.753347000","58220","8081"
"2861","1512236771.753420000","58220","8081"
"2862","1512236771.753499000","58220","8081"
"2863","1512236771.754934000","58220","8081"
"2864","1512236771.755616000","8081","58220"
"2865","1512236771.837649000","8081","58220"
"2866","1512236771.837807000","8081","58220"
"2867","1512236771.838053000","8081","58220"
"2868","1512236771.838256000","8081","58220"
"2869","1512236772.032662000","58220","8081"
"2870","1512236772.032986000","58220","8081"
"2871","1512236772.033143000","58220","8081"
"2872","1512236772.033400000","58220","8081"
"2873","1512236772.033594000","58220","8081"
"2874","1512236772.034015000","58220","8081"
"2875","1512236772.038559000","8081","58220"
"2876","1512236772.154072000","8081","58220"
"2877","1512236772.154708000","8081","58220"
"2878","1512236772.154843000","8081","58220"
"2879","1512236772.155039000","8081","58220"
"2880","1512236772.350061000","58220","8081"
"2881","1512236772.350460000","58220","8081"
"2882","1512236772.350506000","58220","8081"
"2883","1512236772.352480000","58220","8081"
"2884","1512236772.353572000","8081","58220"
