frame.number,frame.time,tcp.srcport,tcp.dstport,nbns.flags.rcode
"349","Dec  2, 2017 12:44:31.953654000 Eastern Standard Time","8081","58220",
"350","Dec  2, 2017 12:44:31.954130000 Eastern Standard Time","8081","58220",
"351","Dec  2, 2017 12:44:32.187104000 Eastern Standard Time","58220","8081",
"352","Dec  2, 2017 12:44:32.187601000 Eastern Standard Time","8081","58220",
"353","Dec  2, 2017 12:44:32.188590000 Eastern Standard Time","58220","8081",
"354","Dec  2, 2017 12:44:32.189165000 Eastern Standard Time","8081","58220",
"355","Dec  2, 2017 12:44:32.387517000 Eastern Standard Time","58220","8081",
"356","Dec  2, 2017 12:44:32.387805000 Eastern Standard Time","58220","8081",
"357","Dec  2, 2017 12:44:32.389073000 Eastern Standard Time","58220","8081",
"358","Dec  2, 2017 12:44:32.389360000 Eastern Standard Time","8081","58220",
"359","Dec  2, 2017 12:44:32.419683000 Eastern Standard Time","8081","58220",
"360","Dec  2, 2017 12:44:32.419890000 Eastern Standard Time","8081","58220",
"361","Dec  2, 2017 12:44:32.420106000 Eastern Standard Time","8081","58220",
"362","Dec  2, 2017 12:44:32.645474000 Eastern Standard Time","58220","8081",
"363","Dec  2, 2017 12:44:32.646266000 Eastern Standard Time","8081","58220",
"364","Dec  2, 2017 12:44:32.649030000 Eastern Standard Time","58220","8081",
"365","Dec  2, 2017 12:44:32.649660000 Eastern Standard Time","8081","58220",
"366","Dec  2, 2017 12:44:32.650386000 Eastern Standard Time","58220","8081",
"367","Dec  2, 2017 12:44:32.846367000 Eastern Standard Time","58220","8081",
"368","Dec  2, 2017 12:44:32.847270000 Eastern Standard Time","58220","8081",
"369","Dec  2, 2017 12:44:32.850745000 Eastern Standard Time","58220","8081",
"370","Dec  2, 2017 12:44:32.888264000 Eastern Standard Time","8081","58220",
"371","Dec  2, 2017 12:44:32.909699000 Eastern Standard Time","8081","58220",
"372","Dec  2, 2017 12:44:32.909859000 Eastern Standard Time","8081","58220",
"373","Dec  2, 2017 12:44:32.910069000 Eastern Standard Time","8081","58220",
"374","Dec  2, 2017 12:44:33.106044000 Eastern Standard Time","58220","8081",
"375","Dec  2, 2017 12:44:33.106576000 Eastern Standard Time","8081","58220",
"376","Dec  2, 2017 12:44:33.107193000 Eastern Standard Time","58220","8081",
"377","Dec  2, 2017 12:44:33.107552000 Eastern Standard Time","8081","58220",
"378","Dec  2, 2017 12:44:33.311771000 Eastern Standard Time","58220","8081",
"379","Dec  2, 2017 12:44:33.311857000 Eastern Standard Time","58220","8081",
"380","Dec  2, 2017 12:44:33.312288000 Eastern Standard Time","8081","58220",
"381","Dec  2, 2017 12:44:33.354880000 Eastern Standard Time","8081","58220",
"382","Dec  2, 2017 12:44:33.355291000 Eastern Standard Time","8081","58220",
"383","Dec  2, 2017 12:44:33.355705000 Eastern Standard Time","8081","58220",
"384","Dec  2, 2017 12:44:33.566100000 Eastern Standard Time","58220","8081",
"385","Dec  2, 2017 12:44:33.566113000 Eastern Standard Time","58220","8081",
"386","Dec  2, 2017 12:44:33.566416000 Eastern Standard Time","8081","58220",
"387","Dec  2, 2017 12:44:33.566580000 Eastern Standard Time","8081","58220",
"388","Dec  2, 2017 12:44:33.566647000 Eastern Standard Time","58220","8081",
"389","Dec  2, 2017 12:44:33.602769000 Eastern Standard Time","58220","8081",
"390","Dec  2, 2017 12:44:33.762094000 Eastern Standard Time","58220","8081",
"391","Dec  2, 2017 12:44:33.762413000 Eastern Standard Time","58220","8081",
"392","Dec  2, 2017 12:44:33.762547000 Eastern Standard Time","58220","8081",
"393","Dec  2, 2017 12:44:33.762954000 Eastern Standard Time","8081","58220",
"394","Dec  2, 2017 12:44:33.831928000 Eastern Standard Time","8081","58220",
"395","Dec  2, 2017 12:44:33.832569000 Eastern Standard Time","8081","58220",
"396","Dec  2, 2017 12:44:33.832993000 Eastern Standard Time","8081","58220",
"397","Dec  2, 2017 12:44:34.044671000 Eastern Standard Time","58220","8081",
"398","Dec  2, 2017 12:44:34.045154000 Eastern Standard Time","8081","58220",
"399","Dec  2, 2017 12:44:34.046303000 Eastern Standard Time","58220","8081",
"400","Dec  2, 2017 12:44:34.046423000 Eastern Standard Time","58220","8081",
"401","Dec  2, 2017 12:44:34.046672000 Eastern Standard Time","8081","58220",
"402","Dec  2, 2017 12:44:34.089684000 Eastern Standard Time","58220","8081",
"403","Dec  2, 2017 12:44:34.247069000 Eastern Standard Time","58220","8081",
"404","Dec  2, 2017 12:44:34.247198000 Eastern Standard Time","58220","8081",
"405","Dec  2, 2017 12:44:34.251691000 Eastern Standard Time","58220","8081",
"406","Dec  2, 2017 12:44:34.252025000 Eastern Standard Time","8081","58220",
"407","Dec  2, 2017 12:44:34.270717000 Eastern Standard Time","8081","58220",
"408","Dec  2, 2017 12:44:34.270771000 Eastern Standard Time","8081","58220",
"409","Dec  2, 2017 12:44:34.474819000 Eastern Standard Time","58220","8081",
"410","Dec  2, 2017 12:44:34.475690000 Eastern Standard Time","58220","8081",
"411","Dec  2, 2017 12:44:34.476061000 Eastern Standard Time","58220","8081",
"412","Dec  2, 2017 12:44:34.476689000 Eastern Standard Time","8081","58220",
"413","Dec  2, 2017 12:44:34.479253000 Eastern Standard Time","8081","58220",
"414","Dec  2, 2017 12:44:34.509425000 Eastern Standard Time","58220","8081",
"415","Dec  2, 2017 12:44:34.671662000 Eastern Standard Time","58220","8081",
"416","Dec  2, 2017 12:44:34.673886000 Eastern Standard Time","58220","8081",
"417","Dec  2, 2017 12:44:34.677117000 Eastern Standard Time","58220","8081",
"418","Dec  2, 2017 12:44:34.716025000 Eastern Standard Time","8081","58220",
"419","Dec  2, 2017 12:44:34.848175000 Eastern Standard Time","8081","58220",
"420","Dec  2, 2017 12:44:34.848514000 Eastern Standard Time","8081","58220",
"421","Dec  2, 2017 12:44:34.848923000 Eastern Standard Time","8081","58220",
"422","Dec  2, 2017 12:44:35.064753000 Eastern Standard Time","58220","8081",
"423","Dec  2, 2017 12:44:35.065361000 Eastern Standard Time","8081","58220",
"424","Dec  2, 2017 12:44:35.065364000 Eastern Standard Time","58220","8081",
"425","Dec  2, 2017 12:44:35.070080000 Eastern Standard Time","58220","8081",
"426","Dec  2, 2017 12:44:35.108653000 Eastern Standard Time","58220","8081",
"427","Dec  2, 2017 12:44:35.249520000 Eastern Standard Time","58220","8081",
"428","Dec  2, 2017 12:44:35.252064000 Eastern Standard Time","58220","8081",
"429","Dec  2, 2017 12:44:35.252901000 Eastern Standard Time","8081","58220",
"430","Dec  2, 2017 12:44:35.373317000 Eastern Standard Time","8081","58220",
"431","Dec  2, 2017 12:44:35.373485000 Eastern Standard Time","8081","58220",
"432","Dec  2, 2017 12:44:35.600011000 Eastern Standard Time","58220","8081",
"433","Dec  2, 2017 12:44:35.600062000 Eastern Standard Time","58220","8081",
"434","Dec  2, 2017 12:44:35.600394000 Eastern Standard Time","8081","58220",
"435","Dec  2, 2017 12:44:35.813424000 Eastern Standard Time","58220","8081",
"436","Dec  2, 2017 12:44:35.813942000 Eastern Standard Time","8081","58220",
"437","Dec  2, 2017 12:44:35.921813000 Eastern Standard Time","8081","58220",
"438","Dec  2, 2017 12:44:35.932846000 Eastern Standard Time","8081","58220",
"439","Dec  2, 2017 12:44:35.933137000 Eastern Standard Time","8081","58220",
"440","Dec  2, 2017 12:44:36.124826000 Eastern Standard Time","58220","8081",
"441","Dec  2, 2017 12:44:36.124994000 Eastern Standard Time","58220","8081",
"442","Dec  2, 2017 12:44:36.125381000 Eastern Standard Time","8081","58220",
"443","Dec  2, 2017 12:44:36.125842000 Eastern Standard Time","58220","8081",
"444","Dec  2, 2017 12:44:36.125970000 Eastern Standard Time","58220","8081",
"445","Dec  2, 2017 12:44:36.161907000 Eastern Standard Time","58220","8081",
"446","Dec  2, 2017 12:44:36.329638000 Eastern Standard Time","58220","8081",
"447","Dec  2, 2017 12:44:36.330046000 Eastern Standard Time","8081","58220",
"448","Dec  2, 2017 12:44:36.352147000 Eastern Standard Time","8081","58220",
"449","Dec  2, 2017 12:44:36.352525000 Eastern Standard Time","8081","58220",
"450","Dec  2, 2017 12:44:36.587619000 Eastern Standard Time","58220","8081",
"451","Dec  2, 2017 12:44:36.588433000 Eastern Standard Time","58220","8081",
"452","Dec  2, 2017 12:44:36.609038000 Eastern Standard Time","58220","8081",
"453","Dec  2, 2017 12:44:36.609410000 Eastern Standard Time","58220","8081",
"454","Dec  2, 2017 12:44:36.631497000 Eastern Standard Time","8081","58220",
"455","Dec  2, 2017 12:44:36.631741000 Eastern Standard Time","8081","58220",
"456","Dec  2, 2017 12:44:36.631987000 Eastern Standard Time","8081","58220",
"457","Dec  2, 2017 12:44:36.869241000 Eastern Standard Time","58220","8081",
"458","Dec  2, 2017 12:44:36.873936000 Eastern Standard Time","58220","8081",
"459","Dec  2, 2017 12:44:36.874027000 Eastern Standard Time","58220","8081",
"460","Dec  2, 2017 12:44:36.875086000 Eastern Standard Time","58220","8081",
"461","Dec  2, 2017 12:44:36.900638000 Eastern Standard Time","8081","58220",
"462","Dec  2, 2017 12:44:36.900798000 Eastern Standard Time","8081","58220",
"463","Dec  2, 2017 12:44:37.108355000 Eastern Standard Time","58220","8081",
"464","Dec  2, 2017 12:44:37.108769000 Eastern Standard Time","58220","8081",
"465","Dec  2, 2017 12:44:37.109013000 Eastern Standard Time","58220","8081",
"466","Dec  2, 2017 12:44:37.109083000 Eastern Standard Time","58220","8081",
"467","Dec  2, 2017 12:44:37.109863000 Eastern Standard Time","58220","8081",
"468","Dec  2, 2017 12:44:37.114130000 Eastern Standard Time","58220","8081",
"469","Dec  2, 2017 12:44:37.152238000 Eastern Standard Time","8081","58220",
"470","Dec  2, 2017 12:44:37.176178000 Eastern Standard Time","8081","58220",
"471","Dec  2, 2017 12:44:37.176269000 Eastern Standard Time","8081","58220",
"472","Dec  2, 2017 12:44:37.176632000 Eastern Standard Time","8081","58220",
"473","Dec  2, 2017 12:44:37.176670000 Eastern Standard Time","8081","58220",
"474","Dec  2, 2017 12:44:37.358900000 Eastern Standard Time","58220","8081",
"475","Dec  2, 2017 12:44:37.359711000 Eastern Standard Time","58220","8081",
"476","Dec  2, 2017 12:44:37.360135000 Eastern Standard Time","58220","8081",
"477","Dec  2, 2017 12:44:37.360453000 Eastern Standard Time","58220","8081",
"478","Dec  2, 2017 12:44:37.363273000 Eastern Standard Time","58220","8081",
"479","Dec  2, 2017 12:44:37.363771000 Eastern Standard Time","8081","58220",
"480","Dec  2, 2017 12:44:37.430513000 Eastern Standard Time","8081","58220",
"481","Dec  2, 2017 12:44:37.430559000 Eastern Standard Time","8081","58220",
"482","Dec  2, 2017 12:44:37.430691000 Eastern Standard Time","8081","58220",
"483","Dec  2, 2017 12:44:37.662744000 Eastern Standard Time","58220","8081",
"484","Dec  2, 2017 12:44:37.662816000 Eastern Standard Time","58220","8081",
"485","Dec  2, 2017 12:44:37.671162000 Eastern Standard Time","58220","8081",
"486","Dec  2, 2017 12:44:37.671243000 Eastern Standard Time","58220","8081",
"487","Dec  2, 2017 12:44:37.676944000 Eastern Standard Time","58220","8081",
"488","Dec  2, 2017 12:44:37.678282000 Eastern Standard Time","8081","58220",
"489","Dec  2, 2017 12:44:37.715086000 Eastern Standard Time","8081","58220",
"490","Dec  2, 2017 12:44:37.715417000 Eastern Standard Time","8081","58220",
"491","Dec  2, 2017 12:44:37.715496000 Eastern Standard Time","8081","58220",
"492","Dec  2, 2017 12:44:37.907918000 Eastern Standard Time","58220","8081",
"493","Dec  2, 2017 12:44:37.914908000 Eastern Standard Time","58220","8081",
"494","Dec  2, 2017 12:44:37.915046000 Eastern Standard Time","58220","8081",
"495","Dec  2, 2017 12:44:37.915123000 Eastern Standard Time","58220","8081",
"496","Dec  2, 2017 12:44:37.915200000 Eastern Standard Time","58220","8081",
"497","Dec  2, 2017 12:44:37.915410000 Eastern Standard Time","58220","8081",
"498","Dec  2, 2017 12:44:37.947939000 Eastern Standard Time","8081","58220",
"499","Dec  2, 2017 12:44:37.948315000 Eastern Standard Time","8081","58220",
"500","Dec  2, 2017 12:44:38.204305000 Eastern Standard Time","58220","8081",
"501","Dec  2, 2017 12:44:38.208232000 Eastern Standard Time","58220","8081",
"502","Dec  2, 2017 12:44:38.209289000 Eastern Standard Time","58220","8081",
"503","Dec  2, 2017 12:44:38.209339000 Eastern Standard Time","58220","8081",
"504","Dec  2, 2017 12:44:38.209418000 Eastern Standard Time","58220","8081",
"505","Dec  2, 2017 12:44:38.209492000 Eastern Standard Time","58220","8081",
"506","Dec  2, 2017 12:44:38.209536000 Eastern Standard Time","58220","8081",
"507","Dec  2, 2017 12:44:38.209790000 Eastern Standard Time","8081","58220",
"508","Dec  2, 2017 12:44:38.394302000 Eastern Standard Time","58220","8081",
"509","Dec  2, 2017 12:44:38.394668000 Eastern Standard Time","58220","8081",
"510","Dec  2, 2017 12:44:38.403223000 Eastern Standard Time","58220","8081",
"511","Dec  2, 2017 12:44:38.432758000 Eastern Standard Time","8081","58220",
"512","Dec  2, 2017 12:44:38.433122000 Eastern Standard Time","8081","58220",
"513","Dec  2, 2017 12:44:38.660947000 Eastern Standard Time","58220","8081",
"514","Dec  2, 2017 12:44:38.661481000 Eastern Standard Time","58220","8081",
"515","Dec  2, 2017 12:44:38.661689000 Eastern Standard Time","8081","58220",
"516","Dec  2, 2017 12:44:38.661809000 Eastern Standard Time","8081","58220",
"517","Dec  2, 2017 12:44:38.661927000 Eastern Standard Time","58220","8081",
"518","Dec  2, 2017 12:44:38.865042000 Eastern Standard Time","58220","8081",
"519","Dec  2, 2017 12:44:38.866848000 Eastern Standard Time","58220","8081",
"520","Dec  2, 2017 12:44:38.903597000 Eastern Standard Time","8081","58220",
"521","Dec  2, 2017 12:44:38.903961000 Eastern Standard Time","8081","58220",
"522","Dec  2, 2017 12:44:38.904051000 Eastern Standard Time","8081","58220",
"523","Dec  2, 2017 12:44:39.103834000 Eastern Standard Time","58220","8081",
"524","Dec  2, 2017 12:44:39.103916000 Eastern Standard Time","58220","8081",
"525","Dec  2, 2017 12:44:39.104460000 Eastern Standard Time","8081","58220",
"526","Dec  2, 2017 12:44:39.104495000 Eastern Standard Time","58220","8081",
"527","Dec  2, 2017 12:44:39.104660000 Eastern Standard Time","58220","8081",
"528","Dec  2, 2017 12:44:39.289092000 Eastern Standard Time","58220","8081",
"529","Dec  2, 2017 12:44:39.291583000 Eastern Standard Time","58220","8081",
"530","Dec  2, 2017 12:44:39.333237000 Eastern Standard Time","8081","58220",
"531","Dec  2, 2017 12:44:39.352088000 Eastern Standard Time","8081","58220",
"532","Dec  2, 2017 12:44:39.352248000 Eastern Standard Time","8081","58220",
"533","Dec  2, 2017 12:44:39.352578000 Eastern Standard Time","8081","58220",
"534","Dec  2, 2017 12:44:39.540561000 Eastern Standard Time","58220","8081",
"535","Dec  2, 2017 12:44:39.541003000 Eastern Standard Time","8081","58220",
"536","Dec  2, 2017 12:44:39.542078000 Eastern Standard Time","58220","8081",
"537","Dec  2, 2017 12:44:39.544579000 Eastern Standard Time","58220","8081",
"538","Dec  2, 2017 12:44:39.544622000 Eastern Standard Time","58220","8081",
"539","Dec  2, 2017 12:44:39.585979000 Eastern Standard Time","58220","8081",
"540","Dec  2, 2017 12:44:39.758179000 Eastern Standard Time","58220","8081",
"541","Dec  2, 2017 12:44:39.759859000 Eastern Standard Time","58220","8081",
"542","Dec  2, 2017 12:44:39.760263000 Eastern Standard Time","8081","58220",
"543","Dec  2, 2017 12:44:39.789837000 Eastern Standard Time","8081","58220",
"544","Dec  2, 2017 12:44:39.790402000 Eastern Standard Time","8081","58220",
"545","Dec  2, 2017 12:44:39.790734000 Eastern Standard Time","8081","58220",
"546","Dec  2, 2017 12:44:39.977811000 Eastern Standard Time","58220","8081",
"547","Dec  2, 2017 12:44:39.978951000 Eastern Standard Time","58220","8081",
"548","Dec  2, 2017 12:44:39.981615000 Eastern Standard Time","58220","8081",
"549","Dec  2, 2017 12:44:40.020289000 Eastern Standard Time","8081","58220",
"550","Dec  2, 2017 12:44:40.024462000 Eastern Standard Time","8081","58220",
"551","Dec  2, 2017 12:44:40.025309000 Eastern Standard Time","8081","58220",
"552","Dec  2, 2017 12:44:40.213663000 Eastern Standard Time","58220","8081",
"553","Dec  2, 2017 12:44:40.214093000 Eastern Standard Time","58220","8081",
"554","Dec  2, 2017 12:44:40.215404000 Eastern Standard Time","58220","8081",
"555","Dec  2, 2017 12:44:40.215767000 Eastern Standard Time","58220","8081",
"556","Dec  2, 2017 12:44:40.222049000 Eastern Standard Time","58220","8081",
"557","Dec  2, 2017 12:44:40.222463000 Eastern Standard Time","58220","8081",
"558","Dec  2, 2017 12:44:40.222960000 Eastern Standard Time","8081","58220",
"559","Dec  2, 2017 12:44:40.254036000 Eastern Standard Time","8081","58220",
"560","Dec  2, 2017 12:44:40.254201000 Eastern Standard Time","8081","58220",
"561","Dec  2, 2017 12:44:40.254486000 Eastern Standard Time","8081","58220",
"562","Dec  2, 2017 12:44:40.254688000 Eastern Standard Time","8081","58220",
"563","Dec  2, 2017 12:44:40.452607000 Eastern Standard Time","58220","8081",
"564","Dec  2, 2017 12:44:40.452690000 Eastern Standard Time","58220","8081",
"565","Dec  2, 2017 12:44:40.453051000 Eastern Standard Time","58220","8081",
"566","Dec  2, 2017 12:44:40.453132000 Eastern Standard Time","58220","8081",
"567","Dec  2, 2017 12:44:40.453178000 Eastern Standard Time","58220","8081",
"568","Dec  2, 2017 12:44:40.453578000 Eastern Standard Time","58220","8081",
"569","Dec  2, 2017 12:44:40.491192000 Eastern Standard Time","8081","58220",
"570","Dec  2, 2017 12:44:40.491478000 Eastern Standard Time","8081","58220",
"571","Dec  2, 2017 12:44:40.491723000 Eastern Standard Time","8081","58220",
"572","Dec  2, 2017 12:44:40.491932000 Eastern Standard Time","8081","58220",
"573","Dec  2, 2017 12:44:40.716030000 Eastern Standard Time","58220","8081",
"574","Dec  2, 2017 12:44:40.722335000 Eastern Standard Time","58220","8081",
"575","Dec  2, 2017 12:44:40.722409000 Eastern Standard Time","58220","8081",
"576","Dec  2, 2017 12:44:40.722736000 Eastern Standard Time","58220","8081",
"577","Dec  2, 2017 12:44:40.722786000 Eastern Standard Time","58220","8081",
"578","Dec  2, 2017 12:44:40.725527000 Eastern Standard Time","58220","8081",
